url,post_nummer,boligtype,boligstorrelse,grundstorrelse,vaerelser,etage,byggeår,om_byggeår,skatter,boligareal_tinglyst,toiletter,badevaerelser,pris,handelstype,salgsmaned,salgsar
https://www.boliga.dk/salg/info/147/44720/10BBB53C-6B14-48F1-9AD0-EDA69F81EB79,"Fuglebakkevej 92, 1. 1 2000 Frederiksberg",Ejerlejlighed,78,0,3,1,1970,0,1500,66,1,1,2195000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/183/42548/7931BCBC-93D5-40CF-BA2D-71BF492A77AD,"Vejlebrovej 86, 2. 3 2635 Ishøj",Ejerlejlighed,41,0,1,2,1970,0,452,44,1,1,385000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/165/46226/E714E481-DC57-4921-8460-CBFF7E2658A0,"Topperne 12, 2. 21 2620 Albertslund",Ejerlejlighed,97,0,4,2,1971,0,1105,95,1,1,1715000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/16401/AEBB940D-5B3B-41E0-8F04-C9B442503CDC,"Holmbladsgade 111B, 2. mf 2300 København S",Ejerlejlighed,84,0,4,2,1922,0,1468,78,1,1,3500000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/169/116830/1459D060-F73A-4BD6-9E49-1897F66EB18C,"Taastrup Have 53, 1. th 2630 Taastrup",Ejerlejlighed,53,0,2,1,1964,0,572,50,1,1,1198000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/854442/D6EE9547-5CFC-499B-AE06-03A9F04E245C,"Nørrebrogade 220, 2. th 2200 København N",Ejerlejlighed,136,0,4,2,1905,0,1677,117,1,1,4325000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/657507/DCA0A7C9-CFF7-4FF9-8EE2-7D01A898191D,"Ægirsgade 37, 4. tv 2200 København N",Ejerlejlighed,50,0,2,4,1902,0,730,43,1,1,2200000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/494322/2D819560-5EDB-4CAD-9F71-84225677914C,"Siciliensgade 7, 4. tv 2300 København S",Ejerlejlighed,52,0,2,4,1936,0,699,48,1,1,1842500,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/167208/8948C5BF-84FD-4671-A355-3062C796D1A2,"Frimestervej 11, 2. tv 2400 København NV",Ejerlejlighed,51,0,2,2,1935,0,589,47,1,1,1410000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/668711/F19EEB4E-7BC3-472E-B5A7-07C0B53E5E40,"Østerdalsgade 1A, 2. th 2300 København S",Ejerlejlighed,40,0,1,2,1936,0,524,34,1,1,1298000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/250717/A55397B7-3837-4E8E-A765-89E856A609F0,"Hyltebjerg Allé 76A, st. tv 2720 Vanløse",Ejerlejlighed,72,0,3,0,1967,0,1087,69,1,1,2220000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/809951/19B316D4-C3D0-4577-9366-163E71196B12,"Vordingborggade 78, st. th 2100 København Ø",Ejerlejlighed,56,0,2,0,1913,0,902,48,1,1,1975000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/167682/B73A8F1F-8EFB-4101-98CD-028E7FCB3D11,"Frimestervej 16, 4. th 2400 København NV",Ejerlejlighed,45,0,2,4,1937,0,472,40,1,1,1320000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/183/23306/7D7B7953-9443-4282-84D8-C25000B5D0F2,"Vejledalen 64, 2. th 2635 Ishøj",Ejerlejlighed,103,0,3,2,1974,0,1018,107,1,1,1575000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/157/213229/82447B57-DE60-40ED-82E8-C4834C7C16D2,"Tværbommen 23, 1. th 2820 Gentofte",Ejerlejlighed,83,0,4,1,1946,0,1036,81,1,1,2370000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/399486/26AFDBCA-B9C6-4F70-A525-B071F7627A02,"Nyborggade 10, 2. tv 2100 København Ø",Ejerlejlighed,57,0,2,2,1903,0,838,47,1,1,2500000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/26545/5AF02052-5E5B-4123-9332-1AD46E3121EA,"Constantin Hansens Gade 10, 1. th 1799 København V",Ejerlejlighed,151,0,4,1,2018,0,3845,141,2,2,6495000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/32705/E6F67880-8E4D-415A-8247-FA49946FCB7F,"Willy Brandts Vej 7, 1. tv 2450 København SV",Ejerlejlighed,102,0,3,1,2018,0,2366,93,1,1,3942814,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/26554/B46A9BAB-0125-4747-9758-39E12B46BFB2,"Constantin Hansens Gade 16, 1. tv 1799 København V",Ejerlejlighed,130,0,4,1,2018,0,3320,119,2,2,5695000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/147/115911/D980FEB9-ED3E-4F87-8DE9-E1FD0D720BA3,"Steen Blichers Vej 1, 4. th 2000 Frederiksberg",Ejerlejlighed,165,0,4,4,1891,0,2308,136,1,1,5660000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/608298/E1C8F527-4691-4AC0-8E23-848C4214F3DD,"Vanløse Allé 9, 1. tv 2720 Vanløse",Ejerlejlighed,51,0,2,1,1937,0,952,47,1,1,1400000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/147/149298/E8EDCDCC-D1B8-496C-A1A8-418DAA53D84E,"Platanvej 24, 4. 3 1810 Frederiksberg C",Ejerlejlighed,78,0,2,4,1970,0,1366,65,1,1,1895000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/169/137943/99FA5A00-E69B-4D16-8D1C-1CAF36782A73,"Hammeren 31, 3. 186 2630 Taastrup",Ejerlejlighed,70,0,2,3,1975,0,765,65,1,1,1190000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/147/128878/F61F0FE1-898B-4654-B939-A9A19D84C067,"Vesterbrogade 178, 1. tv 1800 Frederiksberg C",Ejerlejlighed,161,0,5,1,1910,0,2450,149,1,1,6450000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/185/63399/C084954F-C75A-4277-8FD9-F07BC30ACD13,"Kastrupkrogen 7, 2. th 2770 Kastrup",Ejerlejlighed,54,0,2,2,1939,0,664,53,1,1,1350000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/559173/4484ADAF-1E40-40FB-8E36-D55DD12D18E5,"Søndervangs Allé 63, 2. 18 2500 Valby",Ejerlejlighed,53,0,2,2,1939,0,551,50,1,1,1450000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/860060/A63AF3C5-6D89-4010-837A-F25684FB1497,"Lyneborggade 27, st. tv 2300 København S",Ejerlejlighed,87,0,3,0,2006,0,1336,77,1,1,3450000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/157/176404/BA7E8AED-248D-4001-AEB1-F8AB18A30357,"Smakkegårdsvej 185, 1. th 2820 Gentofte",Ejerlejlighed,101,0,4,1,1946,0,1559,97,1,1,1497500,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/79546/C8CD6BD2-753B-4491-B808-B1A65BF65F83,"Brønshøjvej 63, st. th 2700 Brønshøj",Ejerlejlighed,57,0,2,0,1934, ,925,52, , ,1430000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/680444/4A55B5CE-9FB5-4BD4-8716-88AD0CC10066,"Ålandsgade 18, 4. mf 2300 København S",Ejerlejlighed,48,0,2,4,1940,0,856,45,1,1,2050000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/269/10428/19E36B70-EB91-47D6-9958-98165E8DDB5B,"Elmelyparken 6C, st. tv 2680 Solrød Strand",Ejerlejlighed,89,0,3,0,1972, ,1025,89, , ,1582000,Alm. frit salg,12,2016
https://www.boliga.dk/salg/info/101/897664/020D1288-5B7B-4846-AAA0-0F3B08B5F907,"Vesterbrogade 106B, 3. tv 1620 København V",Ejerlejlighed,114,0,4,3,1884, ,1742,107, , ,4600000,Alm. frit salg,12,2016
